#Results of heat pump HP2 in year 1
#Name of heat pump: 'WPC 07 / WPC 07 cool'
#Linked bhe to heat pump: 
#1579858938372
#Vdot_soil of each BHE: 
#0.0005056
#Simulated time = 8760 h
#Simulated end time in years = 2 years
#Summed time of this year, when heat pump was shut down because of subsurface boundary condition  = 0 h
#BlockingTime = 0 h
#Second Heat generator on during blocking time = 0 (0 = false; 1 = true)
#operatingMode = 0 (0=monovalent, 1=monoenergetic, 2=bivalent parallel, 3=bivalent teilparallel, 4=bivalent alternativ)
#application range = 2 (0=heating, 1=dhw, 2=heating+dhw, 3=heating+cooling, 4=heating+cooling+dhw, 5=cooling, 6=dhw+cooling)
#heating storage volume = 1000 l, T_st_min = 25 °C, T_st_max = 35 °C, dhw storage volume = 300 l, T_st_min_dhw = 50 °C, T_st_max_dhw = 56 °C
# 
#Run time of heat pump in this year = 1707.52 h
#Middled heating load coverage in this year = 100 %
#Middled dhw load coverage in this year = 100 %
#Middled load coverage (dhw + heating) in this year = 100 %
#Middled coverage ratio heating of heat pump in this year = 100 %
#Middled coverage ratio dhw of heat pump in this year = 100 %
#Middled coverage ratio (heating + dhw) of heat pump in this year = 100 %
#Middled coverage ratio cooling in this year = 0 %
#Middled heating power of heat pump = 8354.19 W
#Middled dhw power of heat pump = 7530.79 W
#Middled soil heat flux to heat pump = 6412.74 W
#Electrical energy demand of soil pump in this year = 119.526 kWh/a
#Seasonal Performance Factor (SPF_WP) in this year (only heat pump) = 4.61108
#Seasonal Performance Factor (SPF_WPA) in this year (heat pump + soil pump + second electric heat generator) = 4.43582
# 
#t = time [s]
#T_s_out = brine temperature out of soil [°C]
#T_crit_s? = Is soil temperature of subsurface model < critical soil temperature? -> 0 = No -> HP = on; 1 = Yes -> HP = off; 
#Q_HL = heating load of all buildings linked to heat pump [W]
#Q_dhw = domestic hot water (dhw) load of all buildings linked to heat pump [W]
#HP_on = Is heat pump on? -> 0 = off; 1 = on
#HP_mode = Mode of heat pump -> 0 = heating; 1 = dhw
#Q_h = heat pump heating power depending on T_s_out [W]
#hLC(t) = heating load coverage of heat pump [%]
#Q_dhw = heat pump dhw power depending on T_s_out [W]
#dhwLC(t) = dhw load coverage of heat pump [%]
#P_el = heat pump electric power depending on T_s_out [W]
#COP* = ratio of heating power and electric power of heat pump in actual mode and time step
#T_st = heating storage temperature in [°C]
#T_st_dhw = domestic hot water (dhw) storage temperature in [°C]
#T_s_in = brine inlet temperature -> into soil [°C]
#dT = temperature difference (T_S_out - T_s_in)  [K]
#hBlock? = Is in this time step a blocking hour of HP? -> 0 = No; 1 = Yes -> HP = off; 
# 
#t:	T_s_out:	T_crit_s?	Q_HL:	Q_dhw:	HP_on:	HP_mode:	Q_h:	hLC(t):	Q_dhw:	dhwLC(t):	P_el:	COP*:	T_st:	T_st_dhw:	T_s_in:	dT:	hBlock?
2678400	7.3	0	3354	0	1	0	9037.32	100	0	100	1564.64	5.776	34.9	51.2	3.6	3.7	0
2678460	7.3	0	3354	0	1	0	7342.4	100	0	100	1271.2	5.776	35	51.2	3.6	3.7	0
2678520	7.3	0	3354	0	1	1	0	100	8232.4	100	2527.32	3.2574	35	51.6	4.5	2.8	0
2678580	7.3	0	3354	0	1	1	0	100	8232.4	100	2527.32	3.2574	34.9	52	4.5	2.8	0
2678640	7.3	0	3354	0	1	1	0	100	8232.4	100	2527.32	3.2574	34.9	52.4	4.5	2.8	0
2678700	7.3	0	3354	0	1	1	0	100	8232.4	100	2527.32	3.2574	34.8	52.8	4.5	2.8	0
2678760	7.3	0	3354	0	1	1	0	100	8232.39	100	2527.32	3.2574	34.8	53.2	4.5	2.8	0
2678820	7.3	0	3354	0	1	1	0	100	8232.39	100	2527.32	3.2574	34.7	53.6	4.5	2.8	0
2678880	7.3	0	3354	0	1	1	0	100	8232.39	100	2527.32	3.2574	34.7	54	4.5	2.8	0
2678940	7.3	0	3354	0	1	1	0	100	8232.38	100	2527.32	3.2574	34.6	54.4	4.5	2.8	0
2679000	7.3	0	3354	0	1	1	0	100	8232.38	100	2527.32	3.2574	34.6	54.8	4.5	2.8	0
2679060	7.3	0	3354	0	1	1	0	100	8232.38	100	2527.32	3.2574	34.5	55.1	4.5	2.8	0
2679120	7.3	0	3354	0	1	1	0	100	8232.37	100	2527.32	3.2574	34.5	55.5	4.5	2.8	0
2679180	7.3	0	3354	0	1	1	0	100	8232.37	100	2527.32	3.2574	34.4	55.9	4.5	2.8	0
2679240	7.3	0	3354	0	1	1	0	100	8232.37	100	2527.32	3.2574	34.4	56.3	4.5	2.8	0
2679300	7.3	0	3354	0	0	1	0	100	0	100	0	0	34.3	56.3	7.3	0	0
2679360	7.3	0	3354	0	0	1	0	100	0	100	0	0	34.3	56.3	7.3	0	0
2679420	7.3	0	3354	0	0	1	0	100	0	100	0	0	34.2	56.3	7.3	0	0
2679480	7.3	0	3354	0	0	1	0	100	0	100	0	0	34.2	56.3	7.3	0	0
2679540	7.3	0	3354	0	0	1	0	100	0	100	0	0	34.1	56.3	7.3	0	0
2679600	7.3	0	3354	0	0	1	0	100	0	100	0	0	34.1	56.3	7.3	0	0
2679660	7.3	0	3354	0	0	1	0	100	0	100	0	0	34	56.3	7.3	0	0
2679720	7.3	0	3354	0	0	1	0	100	0	100	0	0	34	56.3	7.3	0	0
2679780	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.9	56.3	7.3	0	0
2679840	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.9	56.3	7.3	0	0
2679900	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.8	56.3	7.3	0	0
2679960	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.8	56.3	7.3	0	0
2680020	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.7	56.3	7.3	0	0
2680080	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.7	56.3	7.3	0	0
2680140	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.6	56.3	7.3	0	0
2680200	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.6	56.3	7.3	0	0
2680260	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.5	56.3	7.3	0	0
2680320	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.5	56.3	7.3	0	0
2680380	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.4	56.3	7.3	0	0
2680440	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.4	56.3	7.3	0	0
2680500	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.3	56.3	7.3	0	0
2680560	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.3	56.3	7.3	0	0
2680620	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.2	56.3	7.3	0	0
2680680	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.2	56.3	7.3	0	0
2680740	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.1	56.2	7.3	0	0
2680800	7.3	0	3354	0	0	1	0	100	0	100	0	0	33.1	56.2	7.3	0	0
2680860	7.3	0	3354	0	0	1	0	100	0	100	0	0	33	56.2	7.3	0	0
2680920	7.3	0	3354	0	0	1	0	100	0	100	0	0	33	56.2	7.3	0	0
2680980	7.3	0	3354	0	0	1	0	100	0	100	0	0	33	56.2	7.3	0	0
2681040	7.3	0	3354	0	0	1	0	100	0	100	0	0	32.9	56.2	7.3	0	0
2681100	7.3	0	3354	0	0	1	0	100	0	100	0	0	32.9	56.2	7.3	0	0
